           table_name            |             column_name              |          data_type          | is_nullable |            column_default            
 vision_audios                   | format                               | text                        | NO          | 'mp3'::text
 vision_audios                   | s3_bucket                            | text                        | NO          | 'vibration-fit-client-storage'::text
 vision_audios                   | s3_key                               | text                        | NO          | 
 vision_audios                   | audio_url                            | text                        | NO          | 
 vision_audios                   | file_size_bytes                      | integer                     | YES         | 
 vision_audios                   | duration_seconds                     | integer                     | YES         | 
 vision_audios                   | content_hash                         | text                        | NO          | 
 vision_audios                   | sections_included                    | ARRAY                       | NO          | '{}'::text[]
 vision_audios                   | status                               | USER-DEFINED                | NO          | 'pending'::vision_audio_status
 vision_audios                   | error_message                        | text                        | YES         | 
 vision_audios                   | generation_metadata                  | jsonb                       | YES         | '{}'::jsonb
 vision_audios                   | version_number                       | integer                     | NO          | 1
 vision_audios                   | is_active                            | boolean                     | NO          | true
 vision_audios                   | parent_audio_id                      | uuid                        | YES         | 
 vision_audios                   | created_at                           | timestamp with time zone    | NO          | now()
 vision_audios                   | updated_at                           | timestamp with time zone    | NO          | now()
 vision_board_items              | id                                   | uuid                        | NO          | gen_random_uuid()
 vision_board_items              | user_id                              | uuid                        | NO          | 
 vision_board_items              | name                                 | text                        | NO          | 
 vision_board_items              | description                          | text                        | YES         | 
 vision_board_items              | image_url                            | text                        | YES         | 
 vision_board_items              | status                               | text                        | YES         | 'active'::text
 vision_board_items              | categories                           | ARRAY                       | YES         | 
 vision_board_items              | created_at                           | timestamp with time zone    | YES         | now()
 vision_board_items              | updated_at                           | timestamp with time zone    | YES         | now()
 vision_board_items              | actualized_at                        | timestamp with time zone    | YES         | 
 vision_board_items              | actualized_image_url                 | text                        | YES         | 
 vision_board_items              | actualization_story                  | text                        | YES         | 
 vision_conversations            | id                                   | uuid                        | NO          | gen_random_uuid()
 vision_conversations            | user_id                              | uuid                        | NO          | 
 vision_conversations            | vision_id                            | uuid                        | NO          | 
 vision_conversations            | category                             | text                        | NO          | 
 vision_conversations            | path_chosen                          | text                        | YES         | 
 vision_conversations            | messages                             | jsonb                       | NO          | '[]'::jsonb
 vision_conversations            | vibrational_state                    | text                        | YES         | 
 vision_conversations            | final_emotion_score                  | integer                     | YES         | 
 vision_conversations            | generated_vision                     | text                        | YES         | 
 vision_conversations            | vision_generated_at                  | timestamp with time zone    | YES         | 
 vision_conversations            | completed_at                         | timestamp with time zone    | YES         | 
 vision_conversations            | created_at                           | timestamp with time zone    | YES         | now()
 vision_conversations            | updated_at                           | timestamp with time zone    | YES         | now()
 vision_progress                 | id                                   | uuid                        | NO          | gen_random_uuid()
 vision_progress                 | user_id                              | uuid                        | NO          | 
 vision_progress                 | vision_id                            | uuid                        | NO          | 
 vision_progress                 | categories_completed                 | ARRAY                       | NO          | '{}'::text[]
 vision_progress                 | current_category                     | text                        | YES         | 
 vision_progress                 | total_categories                     | integer                     | NO          | 12
 vision_progress                 | last_activity                        | timestamp with time zone    | YES         | now()
 vision_progress                 | created_at                           | timestamp with time zone    | YES         | now()
 vision_progress                 | completed_at                         | timestamp with time zone    | YES         | 
 vision_versions                 | id                                   | uuid                        | NO          | uuid_generate_v4()
 vision_versions                 | user_id                              | uuid                        | NO          | 
 vision_versions                 | version_number                       | integer                     | NO          | 
 vision_versions                 | title                                | text                        | NO          | 
 vision_versions                 | completion_percent                   | integer                     | YES         | 0
 vision_versions                 | forward                              | text                        | YES         | 
 vision_versions                 | fun                                  | text                        | YES         | 
 vision_versions                 | travel                               | text                        | YES         | 
 vision_versions                 | home                                 | text                        | YES         | 
 vision_versions                 | family                               | text                        | YES         | 
 vision_versions                 | love                                 | text                        | YES         | 
 vision_versions                 | health                               | text                        | YES         | 
 vision_versions                 | money                                | text                        | YES         | 
 vision_versions                 | work                                 | text                        | YES         | 
 vision_versions                 | social                               | text                        | YES         | 
 vision_versions                 | stuff                                | text                        | YES         | 
 vision_versions                 | giving                               | text                        | YES         | 
 vision_versions                 | spirituality                         | text                        | YES         | 
 vision_versions                 | conclusion                           | text                        | YES         | 
 vision_versions                 | has_audio                            | boolean                     | YES         | false
 vision_versions                 | audio_url                            | text                        | YES         | 
 vision_versions                 | audio_duration                       | text                        | YES         | 
 vision_versions                 | voice_type                           | text                        | YES         | 
 vision_versions                 | background_music                     | text                        | YES         | 
 vision_versions                 | created_at                           | timestamp with time zone    | YES         | now()
 vision_versions                 | updated_at                           | timestamp with time zone    | YES         | now()
 vision_versions                 | last_audio_generated_at              | timestamp with time zone    | YES         | 
 vision_versions                 | is_draft                             | boolean                     | YES         | false
 vision_versions                 | is_active                            | boolean                     | YES         | false
 vision_versions                 | activation_message                   | text                        | YES         | 
 vision_versions                 | richness_metadata                    | jsonb                       | YES         | 
 vision_versions                 | perspective                          | text                        | YES         | 'singular'::text
 vision_versions                 | refined_categories                   | jsonb                       | YES         | '[]'::jsonb
 vision_versions_backup_20251111 | id                                   | uuid                        | YES         | 
 vision_versions_backup_20251111 | user_id                              | uuid                        | YES         | 
 vision_versions_backup_20251111 | version_number                       | integer                     | YES         | 
 vision_versions_backup_20251111 | title                                | text                        | YES         | 
 vision_versions_backup_20251111 | status                               | text                        | YES         | 
 vision_versions_backup_20251111 | completion_percent                   | integer                     | YES         | 
 vision_versions_backup_20251111 | forward                              | text                        | YES         | 
 vision_versions_backup_20251111 | fun                                  | text                        | YES         | 
 vision_versions_backup_20251111 | travel                               | text                        | YES         | 
 vision_versions_backup_20251111 | home                                 | text                        | YES         | 
 vision_versions_backup_20251111 | family                               | text                        | YES         | 
 vision_versions_backup_20251111 | love                                 | text                        | YES         | 
 vision_versions_backup_20251111 | health                               | text                        | YES         | 
 vision_versions_backup_20251111 | money                                | text                        | YES         | 
 vision_versions_backup_20251111 | work                                 | text                        | YES         | 
 vision_versions_backup_20251111 | social                               | text                        | YES         | 
 vision_versions_backup_20251111 | stuff                                | text                        | YES         | 
 vision_versions_backup_20251111 | giving                               | text                        | YES         | 
 vision_versions_backup_20251111 | spirituality                         | text                        | YES         | 
 vision_versions_backup_20251111 | conclusion                           | text                        | YES         | 
 vision_versions_backup_20251111 | has_audio                            | boolean                     | YES         | 
 vision_versions_backup_20251111 | audio_url                            | text                        | YES         | 
 vision_versions_backup_20251111 | audio_duration                       | text                        | YES         | 
 vision_versions_backup_20251111 | voice_type                           | text                        | YES         | 
 vision_versions_backup_20251111 | background_music                     | text                        | YES         | 
 vision_versions_backup_20251111 | created_at                           | timestamp with time zone    | YES         | 
 vision_versions_backup_20251111 | updated_at                           | timestamp with time zone    | YES         | 
 vision_versions_backup_20251111 | vibe_assistant_refinements_count     | integer                     | YES         | 
 vision_versions_backup_20251111 | last_vibe_assistant_refinement       | timestamp with time zone    | YES         | 
 vision_versions_backup_20251111 | vibe_assistant_refinement_notes      | text                        | YES         | 
 vision_versions_backup_20251111 | last_audio_generated_at              | timestamp with time zone    | YES         | 
 vision_versions_backup_20251111 | ai_generated                         | boolean                     | YES         | 
 vision_versions_backup_20251111 | conversation_count                   | integer                     | YES         | 
 vision_versions_backup_20251111 | emotional_patterns                   | jsonb                       | YES         | 
 vision_versions_backup_20251111 | cross_category_themes                | ARRAY                       | YES         | 
 vision_versions_backup_20251111 | is_draft                             | boolean                     | YES         | 
 vision_versions_backup_20251111 | is_active                            | boolean                     | YES         | 
 vision_versions_backup_20251111 | activation_message                   | text                        | YES         | 
 vision_versions_backup_20251111 | richness_metadata                    | jsonb                       | YES         | 
 viva_conversations              | id                                   | uuid                        | NO          | gen_random_uuid()
 viva_conversations              | user_id                              | uuid                        | NO          | 
 viva_conversations              | category                             | text                        | NO          | 
 viva_conversations              | session_id                           | text                        | NO          | 
 viva_conversations              | cycle_number                         | integer                     | NO          | 
 viva_conversations              | viva_prompt                          | text                        | NO          | 
 viva_conversations              | user_response                        | text                        | YES         | 
 viva_conversations              | created_at                           | timestamp with time zone    | YES         | now()
 viva_conversations              | updated_at                           | timestamp with time zone    | YES         | now()
 voice_profiles                  | user_id                              | uuid                        | NO          | 
 voice_profiles                  | word_flow                            | text                        | NO          | 
 voice_profiles                  | emotional_range                      | text                        | NO          | 
 voice_profiles                  | detail_level                         | text                        | NO          | 
 voice_profiles                  | energy_tempo                         | text                        | NO          | 
 voice_profiles                  | woo_level                            | smallint                    | NO          | 
 voice_profiles                  | humor_personality                    | text                        | NO          | 
 voice_profiles                  | speech_rhythm                        | text                        | NO          | 
 voice_profiles                  | style_label                          | text                        | YES         | 
 voice_profiles                  | forbidden_styles                     | ARRAY                       | YES         | 
 voice_profiles                  | sample_phrases                       | ARRAY                       | YES         | 
 voice_profiles                  | source                               | text                        | YES         | 
 voice_profiles                  | created_at                           | timestamp with time zone    | NO          | now()
 voice_profiles                  | updated_at                           | timestamp with time zone    | NO          | now()
 voice_profiles                  | emotional_intensity_preference       | text                        | YES         | 
 voice_profiles                  | narrative_preference                 | text                        | YES         | 
 voice_profiles                  | depth_preference                     | text                        | YES         | 
 voice_profiles                  | last_refined_at                      | timestamp with time zone    | YES         | 
 voice_profiles                  | id                                   | uuid                        | NO          | gen_random_uuid()
 voice_profiles                  | is_active                            | boolean                     | YES         | true
(938 rows)

